5, 16, 1006
5, 16, 1006
11, 14, 1023
9, 10, 1029
22, -3, 995
22, -3, 995
43, -3, 1009
62, 7, 1015
84, -10, 1012
84, -10, 1012
138, -9, 1005
141, 4, 1004
158, 12, 1004
165, 12, 1009
165, 12, 1009
179, -10, 998
115, 2, 1011
126, -3, 1013
80, 3, 1022
80, 3, 1022
104, 30, 985
68, 15, 1017
48, 2, 1003
48, 2, 1003
21, -4, 1036
10, -34, 1006
-15, -19, 1009
-14, 4, 1020
-14, 4, 1020
-51, 2, 1002
-59, 7, 1027
-89, 9, 1002
-89, 9, 1002
-138, 17, 1012
-170, 11, 991
-,-,-
34, -10, 1014
58, -18, 987
30, -7, 961
108, 1, 1018
108, 1, 1018
83, 2, 1013
76, -17, 1011
87, -34, 1005
119, -23, 1018
119, -23, 1018
117, -24, 1006
153, -23, 1038
102, 6, 976
110, 4, 1019
106, 4, 1021
106, 4, 1021
89, 4, 1000
75, 15, 1018
74, 10, 996
74, 10, 996
36, -2, 1025
35, -2, 1009
38, -12, 1019
38, -12, 1019
-21, -18, 1004
3, -17, 1013
-12, -29, 1016
-30, -28, 1010
-38, -10, 1023
-38, -10, 1023
-56, -8, 1009
-126, -7, 1015
-166, -3, 984
-172, -31, 908
-,-,-
16, 18, 1012
25, 10, 972
66, 16, 1018
66, 16, 1018
37, -8, 1002
63, -3, 1011
93, -8, 989
93, -8, 989
101, -6, 1001
93, -8, 1001
117, -22, 1011
109, -10, 1011
127, -37, 1015
127, -37, 1015
88, -10, 1049
107, -16, 986
98, -3, 1008
76, 3, 997
76, 3, 997
64, 16, 1026
82, 27, 1006
15, 4, 1003
15, 4, 1003
46, 13, 1030
0, -12, 996
0, -12, 996
-1, -20, 1023
-8, -9, 1007
-39, -16, 1002
-41, -14, 1014
-78, 0, 1013
-78, 0, 1013
-119, 4, 995
-168, -21, 955
-,-,-
3, 8, 984
14, 9, 994
14, 9, 994
27, 3, 1011
61, 3, 1019
61, 3, 1019
82, -3, 1020
71, 3, 1016
71, 3, 1016
72, -9, 1008
106, -17, 1006
145, -11, 993
110, -18, 991
110, -18, 991
127, -8, 1015
125, -16, 995
111, 0, 1022
109, 6, 1003
109, 6, 1003
146, 6, 1012
79, 12, 1004
93, -1, 1025
58, -14, 1001
58, -14, 1001
29, -13, 1015
-5, -8, 1024
-6, -12, 1007
-8, -11, 1015
-8, -11, 1015
-20, -18, 1018
-32, -17, 1014
-47, -14, 1008
-48, -13, 1013
-83, -15, 1009
-104, -9, 1002
-160, -7, 996
-160, -7, 996
-,-,-
30, -10, 1042
38, 0, 962
38, 0, 962
69, -20, 1041
63, -10, 1001
73, 3, 949
73, 3, 949
134, 9, 1012
136, 1, 1016
172, -13, 1010
172, -13, 1010
146, -21, 990
141, -5, 1011
127, -19, 1017
139, 7, 989
86, 7, 1020
86, 7, 1020
55, -2, 1010
74, 11, 1017
56, 2, 1011
56, 2, 1011
9, -9, 1006
10, -3, 995
10, -3, 995
-51, -8, 1007
-86, 0, 1011
-103, 27, 982
-148, 0, 1010
-,-,-
7, 26, 1010
43, -3, 971
43, -3, 971
42, 10, 1019
64, 3, 997
123, 8, 1014
123, 8, 1014
85, 10, 1008
117, -1, 1004
147, -3, 1011
107, -12, 1008
107, -12, 1008
129, -1, 1012
125, 1, 1002
107, 8, 991
109, 13, 1025
109, 13, 1025
97, 0, 1024
92, 10, 1003
55, 20, 997
55, 20, 997
23, 2, 1025
-17, -15, 1013
-57, -1, 997
-92, 7, 1032
-92, 7, 1032
-123, 13, 1010
-130, -5, 1007
-132, -4, 1017
-114, -7, 1014
-100, 10, 1008
-,-,-
51, -2, 989
51, -2, 989
44, 2, 1021
78, -10, 995
74, -7, 985
74, -7, 985
142, -17, 983
145, -5, 1007
167, -4, 1012
167, -4, 1012
116, -9, 1021
93, -25, 1034
87, -7, 981
89, -4, 1021
89, -4, 1021
59, -2, 1008
51, 8, 1015
67, 10, 1031
67, 10, 1031
38, 16, 996
45, -12, 1010
8, -22, 1031
8, -22, 1031
0, -8, 990
-33, -11, 1010
-17, 0, 1028
-39, -16, 1008
-39, -16, 1008
-94, -7, 1006
-109, -3, 1013
-157, 13, 979
-,-,-
70, 5, 990
70, 5, 990
55, -11, 1037
68, 19, 992
68, 19, 992
84, 38, 988
104, 32, 1000
95, 7, 998
95, 7, 998
84, -17, 1016
76, -19, 1000
114, -41, 1022
72, -54, 999
72, -54, 999
106, -35, 1004
92, -33, 1014
63, 13, 1029
49, -22, 997
49, -22, 997
38, 17, 1018
18, 8, 1006
21, 2, 1021
21, 2, 1021
18, -50, 1016
-33, 18, 1011
-32, 3, 1015
-32, 3, 1015
-7, -26, 1003
-22, 0, 1016
-40, 0, 980
-40, 0, 980
-65, 0, 989
-101, -16, 1008
-,-,-
34, 38, 1031
64, 6, 1035
64, 6, 1035
70, -1, 996
62, 9, 983
41, 51, 1020
41, 51, 1020
98, 32, 1007
116, 29, 1011
98, -11, 990
98, -11, 990
101, -17, 1029
99, -16, 987
94, -15, 1013
45, -9, 1020
45, -9, 1020
24, -14, 1000
14, -25, 1033
-17, 2, 1022
-26, 23, 1010
-26, 23, 1010
-37, 39, 991
-68, 33, 1016
-82, 18, 1032
-62, 13, 1010
-99, -4, 999
-99, -4, 999
-71, 5, 1003
-114, -23, 1015
-117, -4, 1008
-180, 3, 1019
-,-,-
61, 22, 1016
61, 22, 1016
9, 47, 1059
9, 37, 968
69, 30, 1008
69, 30, 1008
75, 35, 1011
85, 38, 1013
71, 26, 1012
71, 26, 1012
79, 0, 989
88, -22, 1040
71, -17, 1027
71, -17, 1027
28, -43, 998
34, -26, 992
67, 6, 1001
49, -24, 1024
49, -24, 1024
-2, 37, 1002
-39, 25, 1067
-54, 15, 986
-66, 22, 1001
-66, 22, 1001
-80, 11, 1013
-75, 9, 1015
-78, 7, 1011
-76, -4, 1017
-76, -4, 1017
-125, -1, 1006
-58, 16, 1011
-108, 4, 997
-84, 14, 1037
-84, 14, 1014
-93, 34, 1014
-146, 34, 1016
-,-,-
46, 22, 1013
46, 22, 1013
64, 37, 1030
82, 22, 1019
74, 20, 1011
74, 20, 1011
46, 35, 1014
80, 55, 991
106, 26, 1008
106, 26, 1008
77, -7, 1011
61, 5, 1009
54, -28, 1033
37, -10, 1009
37, -10, 1009
0, 0, 1001
-11, -16, 1005
-5, 2, 1024
-5, 2, 1024
0, 6, 1006
-8, 17, 1016
-5, 2, 1013
-5, 2, 1013
-31, -1, 1022
-21, 9, 1028
-42, 3, 999
-42, 3, 999
-59, 5, 1002
-27, 31, 999
-15, 6, 1038
-15, 6, 1038
-41, 1, 983
-24, 5, 1027
-77, 10, 1008
-77, 10, 1008
-77, 13, 1020
-91, 14, 1001
-99, 27, 1039
-110, 5, 1006
-125, -3, 1014
-125, -3, 1014
-84, 25, 1010
-,-,-
20, 32, 1027
73, 4, 1037
73, 4, 1037
86, -21, 1004
84, -4, 1012
107, 38, 1014
100, 71, 995
100, 71, 995
89, 29, 998
85, -20, 1017
95, -47, 1022
95, -47, 1022
50, -36, 995
74, -8, 1014
18, 11, 1007
46, 6, 1015
46, 6, 1015
7, 4, 1008
20, -2, 1026
20, -2, 1026
0, 0, 1018
5, -7, 1030
-34, 0, 988
-34, 0, 988
-31, 11, 1016
-64, 3, 998
-75, 49, 1009
-75, 49, 1009
-57, -29, 1014
-53, -3, 1013
-36, -17, 1021
-50, 1, 1006
-69, 22, 1023
-69, 22, 1023
-84, 42, 995
-86, 4, 1005
-124, -4, 1027
-89, -15, 1011
-89, -15, 1011
-,-,-
78, 22, 1010
78, 22, 1010
44, 46, 1008
59, 47, 1067
62, 26, 1029
62, 26, 1029
80, -10, 1006
54, 22, 991
46, 26, 983
74, 16, 1016
74, 16, 1016
67, -3, 994
16, -49, 1031
36, -62, 1031
36, -62, 1031
27, -62, 995
21, -57, 1000
10, -23, 1011
17, 8, 1016
17, 8, 1016
-23, -18, 971
-16, 4, 1014
-19, -13, 1009
-64, -1, 1017
-64, -1, 1017
-83, 20, 1016
-105, 31, 1017
-144, 31, 1001
-156, 4, 1020
-123, 3, 977
-123, 3, 977
-138, -12, 1032
-,-,-
58, 34, 1008
14, 22, 1047
99, 17, 1011
100, -18, 1013
120, -2, 984
120, -2, 984
107, 32, 1007
82, 26, 1006
83, 0, 1030
83, 0, 1030
72, -4, 999
67, -4, 1023
59, -33, 997
59, -33, 997
52, -20, 1011
35, 17, 999
5, 17, 1047
5, 17, 1047
-16, 13, 1009
-44, 8, 1001
-62, -3, 1006
-62, -3, 1006
-84, 30, 1040
-103, 6, 976
-93, 12, 1004
-65, 13, 1018
-66, 29, 1019
-66, 29, 1019
-96, 19, 1008
-126, 33, 1016
-111, -3, 986
-140, 5, 1009
-128, 0, 1045
-128, 0, 1045
-33, 15, 1015
-,-,-
34, 10, 1022
49, 18, 1047
74, 32, 1015
67, 27, 999
67, 27, 999
72, 21, 999
83, -4, 1010
83, -4, 1010
100, -26, 999
83, 9, 1005
117, 7, 1016
128, 6, 1007
128, 6, 1007
83, -7, 1023
63, -18, 1012
45, -12, 999
45, -12, 999
43, -24, 1008
-2, 1, 1010
9, 21, 1048
9, 21, 1048
-2, 17, 1013
-43, 8, 997
-71, 12, 1018
-71, 12, 1018
-15, -67, 1027
-130, 61, 963
-71, 19, 1026
-113, 23, 1007
-109, 46, 1015
-112, 30, 1013
-112, 30, 1013
-128, 4, 993
-189, -19, 1008
-127, -14, 988
-63, 28, 1057
-,-,-
99, -7, 1020
99, -7, 1020
69, 35, 1057
89, 13, 1027
68, 22, 992
68, 22, 992
119, 10, 996
101, 39, 998
112, 46, 1001
98, 0, 1017
98, 0, 1017
60, -1, 1006
39, -39, 1015
20, -56, 1010
20, -56, 1010
23, -39, 1002
7, -10, 1033
24, -19, 1002
-53, 4, 1001
-53, 4, 1001
-9, 24, 1033
-77, 8, 968
-77, 5, 1008
-77, 5, 1008
-90, -12, 1019
-105, 26, 1021
-115, 6, 1003
-125, 11, 1018
-131, 0, 991
-131, 0, 991
-132, 3, 1028
-139, 25, 982
-93, 25, 1009
-,-,-
85, 30, 1009
85, 30, 1009
56, 28, 1069
93, 1, 1011
121, 15, 998
121, 15, 998
118, 27, 1011
89, 22, 1008
113, -18, 972
113, -18, 972
122, 13, 990
109, -42, 1026
67, -43, 1008
76, -32, 1020
68, -59, 989
68, -59, 989
38, 24, 1021
24, 6, 1041
7, 44, 1009
7, 44, 1009
-9, 0, 1001
-37, 18, 1010
-92, -16, 948
-92, -16, 948
-92, 14, 1014
-123, 31, 1017
-126, 18, 1007
-132, 33, 1018
-143, 3, 1017
-143, 3, 1017
-152, 20, 1017
-129, 9, 1000
-127, 7, 1021
-109, 12, 1012
-79, 10, 1011
-125, 45, 1016
-125, 45, 1016
-126, 24, 1012
-,-,-
81, 15, 1010
80, 48, 1014
94, 43, 1073
93, 19, 999
93, 19, 999
95, -6, 1004
120, 19, 1004
121, 43, 1010
121, 28, 987
121, 28, 987
82, -2, 1019
96, -47, 1010
68, -75, 988
68, -75, 988
44, -38, 1001
64, -27, 1010
20, -10, 1020
34, 7, 1036
34, 7, 1036
-32, -14, 1004
-17, 7, 1011
-29, 12, 1015
-54, 26, 1019
-54, 26, 1019
-55, 43, 1003
-73, 0, 970
-100, 34, 1012
-121, 24, 1006
-129, 22, 1016
-129, 22, 1016
-127, 6, 1021
-152, 33, 1014
-200, 9, 1020
-162, 5, 1013
-119, 65, 1020
-166, 32, 1008
-,-,-
96, -21, 1022
62, 25, 1033
62, 25, 1033
104, -3, 1015
121, 26, 996
114, 49, 1016
115, 54, 1004
115, 54, 1004
95, 18, 1012
92, -2, 1015
88, -24, 1013
35, -23, 1015
35, -23, 1015
10, -23, 986
-5, -13, 1019
-20, -22, 1009
-63, -21, 1029
-29, 7, 1012
-29, 7, 1012
-35, -12, 1009
-52, 24, 1014
-56, -8, 1015
-55, 56, 1026
-55, 56, 1026
-45, -17, 984
-108, 22, 1028
-68, -5, 1009
-90, 23, 1007
-94, 7, 1016
-94, 7, 1016
-106, 29, 1009
-114, 0, 1011
-113, 12, 1019
-86, -22, 1017
-113, 58, 994
-113, 58, 994
-105, -5, 981
-141, -3, 1038
-,-,-
41, 27, 1014
71, 37, 1048
97, 10, 1034
73, 41, 990
73, 41, 990
73, 22, 1003
97, 20, 1008
105, 23, 998
105, 23, 998
93, 34, 1007
118, -2, 1009
79, -39, 1028
79, -39, 1003
87, -30, 1003
49, -29, 1027
22, -20, 993
6, -10, 1019
-6, -9, 991
-6, -9, 991
-5, 3, 1017
-35, -3, 1026
-35, -3, 1026
-44, -2, 1003
-63, -31, 1023
-146, 44, 990
-132, 2, 1026
-133, 0, 1015
-133, 0, 1015
-128, 12, 1021
-129, 1, 1004
-105, 8, 1024
-118, -3, 1012
-110, 4, 1007
-23, 0, 1024
-23, 0, 1024
-177, -8, 986
-,-,-
82, 18, 1013
73, 14, 1014
41, 19, 1070
109, 5, 999
109, 5, 999
108, 12, 1007
162, 32, 993
146, 23, 1002
110, -1, 1019
110, -1, 1019
112, -15, 1003
61, -6, 1015
59, -45, 996
46, -39, 1021
46, -39, 1021
55, -15, 984
51, -17, 1010
7, -11, 1041
-32, 3, 1004
-32, 3, 1004
-65, 10, 1015
-69, 2, 1030
-72, -17, 984
-137, 20, 1028
-82, -7, 1021
-82, -7, 1021
-132, 9, 1013
-124, -3, 1016
-106, -9, 1024
-92, -7, 1011
-83, -1, 1014
-83, -1, 1014
-82, 6, 1011
-36, 10, 1009
-4, -6, 1020
-136, 4, 986
-136, 4, 986
-132, 16, 991
-,-,-
144, 2, 1011
144, 2, 1011
104, 28, 1009
84, 37, 1026
107, 4, 1026
94, 24, 1017
94, 24, 1017
99, 33, 995
98, 1, 1020
117, 0, 988
117, 0, 988
89, 11, 1029
58, -19, 1014
35, 0, 1003
35, 0, 1003
14, -4, 1015
-4, 2, 1008
-4, 2, 1008
-10, -11, 1003
-54, 14, 1022
-100, 0, 1015
-90, 24, 1018
-147, -18, 961
-147, -18, 961
-152, 6, 1031
-145, 2, 1021
-142, 12, 1006
-130, -9, 1036
-107, -13, 999
-102, -4, 1011
-102, -4, 1011
-108, 5, 1005
-26, 5, 1025
-56, 3, 1014
-143, -13, 981
-144, 31, 992
-144, 31, 992
-,-,-
32, 18, 1002
87, -9, 1074
66, 0, 1002
66, 0, 1002
86, 15, 1002
105, 55, 1004
133, 55, 995
133, 55, 995
120, 22, 994
110, -9, 1035
77, -26, 1008
78, -19, 1007
78, -19, 1007
60, -39, 1015
48, -38, 1003
44, -17, 1012
44, 6, 1004
44, 6, 1004
9, 14, 1033
2, 7, 999
2, 7, 999
-39, 6, 1017
-52, 14, 1015
-87, 26, 1010
-87, 26, 1010
-96, 24, 1024
-121, 1, 999
-138, 3, 1019
-135, 3, 1010
-135, 3, 1010
-105, -3, 995
-116, 0, 1029
-142, -10, 1013
-97, 4, 988
-74, 32, 1067
-74, 32, 1067
-,-,-
106, -3, 1013
122, 10, 1028
102, 14, 1035
102, 14, 1035
110, 22, 1006
118, 26, 1002
123, 27, 1014
93, 15, 1023
88, 15, 989
88, -24, 989
48, 29, 1006
49, 13, 1029
48, 22, 999
48, 22, 999
2, -6, 1020
0, -5, 1008
0, -5, 1008
-33, -22, 1036
-74, -23, 999
-120, 0, 984
-127, 18, 1003
-127, 18, 1003
-147, 26, 1034
-153, 27, 1012
-180, -2, 1000
-162, -31, 984
-115, -32, 1018
-99, 43, 1000
-,-,-
120, 17, 1007
83, 47, 1036
83, 47, 1036
103, 53, 1012
85, 30, 1019
93, -10, 1023
93, -10, 1023
78, 26, 992
52, 20, 1022
45, 12, 995
45, 12, 995
28, 13, 1005
34, -12, 1013
17, -25, 1018
5, -24, 1014
5, -24, 1014
-11, -19, 1001
-35, -12, 1028
-31, -1, 1015
-90, -24, 994
-90, -6, 1020
-90, -6, 1020
-98, 2, 1014
-95, -3, 1022
-118, 12, 1013
-127, 0, 1009
-138, -17, 976
-138, -17, 976
-135, -5, 1023
-17, 7, 1008
-,-,-
84, 17, 1018
147, 7, 1039
93, 17, 1005
93, 17, 1005
92, 41, 1017
89, 13, 1032
97, 26, 994
97, 26, 994
132, 17, 981
84, -17, 1018
67, -5, 1014
67, -5, 1014
69, -18, 1002
69, -1, 1010
37, -5, 1026
26, -14, 1011
26, -14, 1011
16, -34, 1000
-2, 0, 1029
-10, 1, 1012
-49, 6, 1016
-49, 6, 1016
-67, -6, 1011
-113, 21, 1004
-120, 5, 1024
-131, 2, 1011
-131, 2, 1011
-155, 3, 1005
-178, -19, 988
-146, -30, 983
-57, 25, 1042
-104, 43, 996
-,-,-
106, 17, 1019
85, 26, 1039
111, 2, 1016
90, 21, 1012
90, 21, 1012
97, 33, 1008
102, 19, 1011
87, -7, 1005
77, 21, 1007
77, 21, 1007
72, 10, 1001
75, -5, 1011
64, 4, 995
64, 4, 995
33, -9, 1041
-3, -27, 1005
6, -34, 1023
6, -34, 1023
-20, -26, 1000
-3, 16, 1003
-58, 4, 1028
-78, 12, 1020
-78, 12, 1020
-90, -2, 1012
-87, -9, 1010
-94, -19, 1018
-91, -18, 1021
-116, -19, 1017
-74, -23, 1012
-74, -23, 1012
-64, -22, 988
19, -18, 985
-111, 6, 985
-99, -2, 1041
-,-,-
105, 0, 999
114, 9, 1085
103, 30, 1033
103, 30, 1033
78, 20, 987
111, 42, 995
152, 15, 976
152, 15, 976
158, 50, 972
109, -13, 1024
83, 5, 1024
33, -20, 1036
33, -20, 1036
30, -38, 1009
29, -54, 1014
-29, -61, 984
-19, -26, 1020
-14, -1, 1018
-14, -1, 1018
-53, 15, 1031
-73, 6, 1009
-82, -2, 1011
-143, 32, 1025
-157, 7, 981
-157, 7, 981
-146, 6, 1018
-156, -7, 995
-165, 0, 1020
-49, 33, 996
-49, 33, 996
-,-,-
128, 50, 1060
128, 50, 1060
123, 38, 1031
152, 7, 1028
142, 1, 977
142, 1, 977
144, -8, 972
120, 28, 992
91, 23, 1022
36, 20, 1007
36, 20, 1007
36, 8, 1023
-16, -33, 1019
3, -57, 995
3, -57, 995
-55, -24, 1008
-18, -39, 1010
-57, 7, 1023
-41, 2, 1003
-41, 2, 1003
-90, -2, 998
-59, -43, 1029
-85, -16, 1024
-130, 15, 1009
-100, 31, 1003
-100, 31, 1003
-144, 18, 1015
-172, 7, 1003
-91, 6, 1011
-72, 66, 1006
-125, 33, 1029
-,-,-
122, 38, 1062
122, 38, 1062
105, -14, 1018
108, 16, 1006
97, 6, 1018
167, 31, 979
167, 31, 979
158, 28, 974
143, 3, 1008
115, -7, 1024
115, -7, 1024
106, -11, 1031
63, -39, 985
22, -19, 1017
5, 16, 1005
9, 22, 1020
9, 22, 1020
-34, 6, 1018
-24, 13, 1014
-70, 19, 1015
-70, 19, 1015
-70, 21, 1016
-114, 18, 1013
-90, -23, 1007
-127, 7, 1019
-106, 9, 1019
-106, 9, 1019
-146, 21, 1012
-120, 25, 1010
-139, 3, 1012
-121, 7, 1002
-38, 18, 1000
-38, 18, 1000
-54, 25, 1054
-141, 6, 1009
-,-,-
89, 47, 986
147, 33, 1051
106, 45, 1034
106, 45, 1034
114, 28, 1033
78, -3, 1011
116, -30, 971
110, -11, 997
110, -11, 997
92, 17, 996
109, 25, 1017
70, -24, 1019
47, 15, 1018
47, 15, 1018
26, -26, 999
27, -13, 1015
0, 1, 1018
0, 1, 1018
-7, 11, 1014
-22, -7, 1002
-27, 3, 1024
-27, 3, 1024
-37, 24, 1031
-71, 16, 992
-46, -5, 1030
-89, -7, 994
-89, -7, 994
-65, 40, 1015
-118, 5, 1019
-129, 35, 1010
-135, 23, 1006
-151, 5, 1001
-151, 5, 1001
-117, -17, 1007
-83, 87, 979
-,-,-
131, -7, 1017
115, 38, 1047
111, 64, 1002
111, 64, 1002
87, 46, 1018
93, 13, 1015
85, -11, 1010
75, -10, 982
75, -10, 982
82, -22, 1016
69, 16, 1000
52, 20, 1006
52, 20, 1006
10, 22, 1037
-3, -3, 1020
-17, -29, 1007
-33, -31, 1001
-53, -19, 1008
-53, -19, 1008
-46, 4, 1005
-54, -13, 1008
-106, -15, 1024
-106, -9, 1009
-112, -8, 1022
-102, -9, 1008
-88, 3, 1015
-88, 3, 1015
-117, 1, 1016
-111, -4, 1005
-18, 6, 1005
-75, 8, 1011
-75, 8, 1011
-144, 4, 1029
-,-,-
72, 21, 1049
108, 47, 1015
107, 0, 1026
107, 0, 1026
104, -5, 1005
110, -5, 1009
129, 17, 989
108, 20, 1001
108, 20, 1001
87, 23, 986
70, 15, 1010
77, -53, 1035
56, -70, 1002
56, -70, 1002
52, -74, 992
38, -37, 996
30, -19, 1047
27, -6, 993
27, -6, 993
8, 0, 1023
5, -13, 1020
5, -13, 1020
-13, -8, 1004
-61, 5, 989
-113, 22, 1001
-107, -5, 1030
-107, -5, 1030
-126, 12, 994
-137, 34, 1021
-127, 36, 995
-206, 12, 1025
-144, -3, 992
-132, 71, 1063
-132, 71, 1063
-,-,-
128, -8, 1008
89, 39, 1017
89, 39, 1017
85, 38, 1030
97, 31, 1004
93, 7, 1016
93, 7, 1016
71, -1, 1006
63, 21, 1002
51, 13, 1027
51, 13, 1027
43, 11, 1010
24, 28, 1019
22, 23, 1017
22, 23, 1017
-5, 1, 992
-44, -6, 1005
-31, -3, 1020
-77, 15, 997
-77, 15, 997
-52, -12, 1027
-126, 14, 1004
-104, -8, 1017
-96, 4, 1015
-96, 4, 1015
-94, 6, 1014
-108, 18, 1015
-109, 5, 1016
-123, -10, 1005
-94, -3, 997
-94, -3, 997
-6, 6, 1009
-72, 23, 996
-94, 27, 1003
-94, 27, 1003
-118, 14, 1015
-,-,-
126, 17, 1011
114, -2, 1014
112, -4, 1040
82, 18, 1010
82, 18, 1010
90, 40, 999
93, 24, 1010
113, -1, 1022
113, -1, 991
103, 9, 991
80, 8, 1010
54, -19, 1033
30, 40, 999
30, 40, 999
-12, 27, 1036
-13, 24, 1004
-27, 13, 997
-27, 13, 997
-38, 4, 1009
-26, 13, 1024
-44, 14, 1002
-42, -7, 1032
-42, -7, 1032
-113, -14, 990
-102, 35, 1023
-107, -25, 1015
-108, -22, 1004
-118, 0, 1009
-133, 5, 1009
-133, 5, 1009
-134, 3, 988
-74, 7, 1000
-62, 75, 1053
-134, 16, 1003
-,-,-
99, 42, 1024
157, 13, 1008
113, 32, 1007
101, 35, 1058
101, 35, 1058
71, 16, 1006
67, -11, 996
65, 15, 998
65, 15, 998
68, 17, 1006
74, 18, 1006
60, -18, 1012
44, -1, 1014
44, -1, 1014
15, -27, 1033
5, -27, 1029
0, 4, 993
0, 4, 993
0, 14, 1000
-12, 24, 1023
-12, 24, 1023
-21, -2, 1009
-44, 13, 1000
-19, -24, 1028
-52, -5, 1000
-51, -19, 1022
-51, -19, 1022
-62, 15, 1003
-78, 17, 1031
-92, 17, 998
-134, 25, 1007
-145, 10, 1007
-176, 19, 998
-176, 19, 998
-112, 24, 1035
-102, 45, 1013
-,-,-
187, 29, 1015
70, 60, 1036
70, 60, 1036
123, 3, 1026
87, 3, 1009
67, -5, 1023
67, -5, 1023
77, 10, 988
73, 27, 1006
69, 19, 1003
69, 19, 1003
62, 11, 1004
44, -9, 1017
43, -34, 1026
45, -27, 1002
45, -27, 1002
16, -36, 1000
28, -17, 1017
25, 4, 1031
7, -21, 994
7, -21, 994
13, 9, 1013
8, 7, 1024
8, 7, 1024
-44, 2, 1001
-29, -46, 1008
-62, 22, 1003
-62, 22, 1003
-43, 1, 1022
-67, 28, 1023
-89, 7, 1012
-83, 8, 1008
-83, 8, 1008
-92, 0, 1001
-127, 28, 1021
-141, 17, 1007
-131, 5, 998
-131, 5, 998
-64, 66, 1026
-,-,-
143, 13, 1008
143, 13, 1008
131, 5, 1028
98, 17, 1018
94, 34, 1013
94, 34, 1013
88, 53, 1012
96, 24, 1011
76, 12, 1013
70, -17, 995
70, -17, 995
48, -16, 1013
39, -3, 1018
16, 13, 1030
16, 13, 1030
-7, 5, 988
-38, -16, 1023
-29, -11, 1005
-52, -16, 1008
-97, 38, 998
-97, 38, 998
-63, -23, 1014
-87, 15, 1032
-83, 5, 999
-83, 5, 999
-75, -10, 1018
-66, -2, 1028
-74, -13, 995
-77, 14, 1007
-103, 24, 1021
-103, 24, 1021
-116, 9, 1015
-87, 3, 1008
-66, 52, 1017
-129, 36, 972
-,-,-
154, 29, 1007
126, 18, 1016
129, 23, 1030
129, 23, 1030
83, 18, 1029
82, 16, 999
75, 6, 1006
75, 6, 1006
51, 19, 1023
54, 10, 1005
25, -15, 992
25, -15, 992
12, 11, 1046
28, -5, 1009
-15, -11, 994
-23, -31, 1007
-29, -14, 1022
-29, -14, 1022
-39, -7, 980
-42, 6, 1018
-55, 8, 1017
-80, 0, 1015
-80, 0, 1015
-124, 9, 1021
-157, 5, 1004
-143, 8, 1010
-150, 4, 1007
-150, 4, 1007
-151, 9, 1015
-72, 8, 1008
-70, 45, 1024
-,-,-
119, 1, 1011
82, 29, 1021
104, 25, 1035
101, 31, 1002
101, 31, 1002
79, 22, 1015
81, 19, 1010
64, 5, 1012
43, -14, 1019
43, -14, 1019
39, -3, 1001
19, 2, 1014
18, 25, 1021
18, 25, 1021
12, 22, 993
-15, 7, 1019
-30, -22, 1006
-52, -4, 1021
-52, -4, 1021
-75, 15, 1006
-72, 13, 1001
-91, 19, 1028
-108, 9, 1005
-126, 10, 1014
-126, 10, 1014
-144, -24, 1015
-164, 2, 1003
-155, 10, 1000
-25, 5, 1031
-159, 19, 994
-,-,-
